"","subject_ids","diff_species","choice","Imj1","Imj2","Img3","CamNum","SD_card_num","ForestType","ForestName","round","Date_Out","Date_Checked","Use_End_Date","Forest","Species"
"1830",31428602,1,"DEERWHITETAILED","17_24_BC_000220.JPG","17_24_BC_000221.JPG","17_24_BC_000222.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer"
"1831",31428603,1,"SQUIRRELGRAY","17_24_BC_000223.JPG","17_24_BC_000224.JPG","17_24_BC_000225.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1832",31428604,1,"DEERWHITETAILED","17_24_BC_000226.JPG","17_24_BC_000227.JPG","17_24_BC_000228.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer"
"1833",31428605,1,"NOTHINGHERE","17_24_BC_000229.JPG","17_24_BC_000230.JPG","17_24_BC_000231.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Nothing Here"
"1834",31428606,2,"SOMETHINGHERE","17_24_BC_000232.JPG","17_24_BC_000233.JPG","17_24_BC_000234.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Something Here"
"1835",31428607,1,"DEERWHITETAILED","17_24_BC_000235.JPG","17_24_BC_000236.JPG","17_24_BC_000237.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer"
"1836",31428608,1,"DEERWHITETAILED","17_24_BC_000238.JPG","17_24_BC_000239.JPG","17_24_BC_000240.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer"
"1837",31428609,1,"DEERWHITETAILED","17_24_BC_000241.JPG","17_24_BC_000242.JPG","17_24_BC_000243.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer"
"1838",31428610,1,"DEERWHITETAILED","17_24_BC_000244.JPG","17_24_BC_000245.JPG","17_24_BC_000246.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer"
"1839",31428611,1,"NOTHINGHERE","17_24_BC_000247.JPG","17_24_BC_000248.JPG","17_24_BC_000249.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Nothing Here"
"1840",31428612,1,"SQUIRRELGRAY","17_24_BC_000250.JPG","17_24_BC_000251.JPG","17_24_BC_000252.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1841",31428613,1,"SQUIRRELGRAY","17_24_BC_000253.JPG","17_24_BC_000254.JPG","17_24_BC_000255.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1842",31428614,2,"SQUIRRELGRAY","17_24_BC_000256.JPG","17_24_BC_000257.JPG","17_24_BC_000258.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1843",31428615,1,"SQUIRRELGRAY","17_24_BC_000259.JPG","17_24_BC_000260.JPG","17_24_BC_000261.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1844",31428616,1,"SQUIRRELGRAY","17_24_BC_000262.JPG","17_24_BC_000263.JPG","17_24_BC_000264.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1845",31428617,1,"SQUIRRELGRAY","17_24_BC_000265.JPG","17_24_BC_000266.JPG","17_24_BC_000267.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1846",31428618,1,"SQUIRRELRED","17_24_BC_000268.JPG","17_24_BC_000269.JPG","17_24_BC_000270.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Red Squirrel"
"1847",31428619,1,"SQUIRRELGRAY","17_24_BC_000271.JPG","17_24_BC_000272.JPG","17_24_BC_000273.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel"
"1848",39638652,1,"HUMAN","17_26_WHIP_000001.JPG","17_26_WHIP_000002.JPG","17_26_WHIP_000003.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Human"
"1849",39638653,1,"NOTHINGHERE","17_26_WHIP_000005.JPG","17_26_WHIP_000004.JPG","17_26_WHIP_000006.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1850",39638665,1,"GROUSERUFFED","17_26_WHIP_000007.JPG","17_26_WHIP_000008.JPG","17_26_WHIP_000009.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Ruffed Grouse"
"1851",39638690,1,"RACCOON","17_26_WHIP_000010.JPG","17_26_WHIP_000011.JPG","17_26_WHIP_000012.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Raccoon"
"1852",39638695,1,"DEERWHITETAILED","17_26_WHIP_000013.JPG","17_26_WHIP_000014.JPG","17_26_WHIP_000015.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","White-tailed Deer"
"1853",39638709,1,"CHIPMUNK","17_26_WHIP_000016.JPG","17_26_WHIP_000017.JPG","17_26_WHIP_000018.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Chipmunk"
"1854",39638734,1,"OTHERBIRD","17_26_WHIP_000019.JPG","17_26_WHIP_000020.JPG","17_26_WHIP_000021.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Other Bird"
"1855",39638749,1,"FISHER","17_26_WHIP_000022.JPG","17_26_WHIP_000023.JPG","17_26_WHIP_000024.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Fisher"
"1856",39638751,2,"NOTHINGHERE","17_26_WHIP_000025.JPG","17_26_WHIP_000026.JPG","17_26_WHIP_000027.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1857",39638794,1,"FOXRED","17_26_WHIP_000028.JPG","17_26_WHIP_000029.JPG","17_26_WHIP_000030.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Red Fox"
"1858",39638865,2,"SOMETHINGHERE","17_26_WHIP_000031.JPG","17_26_WHIP_000032.JPG","17_26_WHIP_000033.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Something Here"
"1859",39638899,1,"FISHER","17_26_WHIP_000034.JPG","17_26_WHIP_000036.JPG","17_26_WHIP_000035.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Fisher"
"1860",39638919,2,"GROUSERUFFED","17_26_WHIP_000037.JPG","17_26_WHIP_000038.JPG","17_26_WHIP_000039.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Ruffed Grouse"
"1861",39638984,1,"SQUIRRELRED","17_26_WHIP_000040.JPG","17_26_WHIP_000041.JPG",NA,17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Red Squirrel"
"1862",39638995,1,"SKUNKSTRIPED","17_26_WHIP_000043.JPG","17_26_WHIP_000044.JPG","17_26_WHIP_000045.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Striped Skunk"
"1863",39639068,1,"BLUEJAY","17_26_WHIP_000046.JPG","17_26_WHIP_000047.JPG","17_26_WHIP_000048.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Blue Jay"
"1864",39639085,1,"BLUEJAY","17_26_WHIP_000049.JPG","17_26_WHIP_000050.JPG","17_26_WHIP_000051.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Blue Jay"
"1865",39639122,1,"GROUSERUFFED","17_26_WHIP_000052.JPG","17_26_WHIP_000053.JPG","17_26_WHIP_000054.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Ruffed Grouse"
"1866",39639171,1,"BLUEJAY","17_26_WHIP_000055.JPG","17_26_WHIP_000056.JPG","17_26_WHIP_000057.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Blue Jay"
"1867",39639237,1,"OTHERBIRD","17_26_WHIP_000058.JPG","17_26_WHIP_000059.JPG","17_26_WHIP_000060.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Other Bird"
"1868",39639246,2,"SQUIRRELFLYING","17_26_WHIP_000061.JPG","17_26_WHIP_000062.JPG","17_26_WHIP_000063.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Flying Squirrel"
"1869",39639433,1,"PORCUPINE","17_26_WHIP_000064.JPG","17_26_WHIP_000065.JPG","17_26_WHIP_000066.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1870",39639457,1,"PORCUPINE","17_26_WHIP_000067.JPG","17_26_WHIP_000068.JPG","17_26_WHIP_000069.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1871",39639461,1,"NOTHINGHERE","17_26_WHIP_000070.JPG","17_26_WHIP_000071.JPG","17_26_WHIP_000072.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1872",39639575,1,"RACCOON","17_26_WHIP_000073.JPG","17_26_WHIP_000074.JPG","17_26_WHIP_000075.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Raccoon"
"1873",39639601,1,"BLUEJAY","17_26_WHIP_000076.JPG","17_26_WHIP_000077.JPG","17_26_WHIP_000078.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Blue Jay"
"1874",39639606,1,"OTHERBIRD","17_26_WHIP_000079.JPG","17_26_WHIP_000080.JPG","17_26_WHIP_000081.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Other Bird"
"1875",39639683,2,"RACCOON","17_26_WHIP_000082.JPG","17_26_WHIP_000083.JPG","17_26_WHIP_000084.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Raccoon"
"1876",39639695,1,"NOTHINGHERE","17_26_WHIP_000085.JPG","17_26_WHIP_000086.JPG","17_26_WHIP_000087.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1877",39639769,1,"NOTHINGHERE","17_26_WHIP_000088.JPG","17_26_WHIP_000089.JPG","17_26_WHIP_000090.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1878",39639778,1,"NOTHINGHERE","17_26_WHIP_000091.JPG","17_26_WHIP_000092.JPG","17_26_WHIP_000093.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1879",39639780,2,"SOMETHINGHERE","17_26_WHIP_000094.JPG","17_26_WHIP_000095.JPG","17_26_WHIP_000096.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Something Here"
"1880",39639805,1,"PORCUPINE","17_26_WHIP_000100.JPG","17_26_WHIP_000101.JPG","17_26_WHIP_000102.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1881",39639808,1,"PORCUPINE","17_26_WHIP_000104.JPG","17_26_WHIP_000103.JPG","17_26_WHIP_000105.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1882",39639849,1,"PORCUPINE","17_26_WHIP_000106.JPG","17_26_WHIP_000107.JPG","17_26_WHIP_000108.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1883",39639852,1,"PORCUPINE","17_26_WHIP_000109.JPG","17_26_WHIP_000110.JPG","17_26_WHIP_000111.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1884",39639853,1,"PORCUPINE","17_26_WHIP_000112.JPG","17_26_WHIP_000113.JPG","17_26_WHIP_000114.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1885",39639854,1,"PORCUPINE","17_26_WHIP_000115.JPG","17_26_WHIP_000116.JPG","17_26_WHIP_000117.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1886",39639856,1,"DEERWHITETAILED","17_26_WHIP_000118.JPG","17_26_WHIP_000119.JPG","17_26_WHIP_000120.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","White-tailed Deer"
"1887",39639857,1,"DEERWHITETAILED","17_26_WHIP_000121.JPG","17_26_WHIP_000122.JPG","17_26_WHIP_000123.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","White-tailed Deer"
"1888",39639860,1,"NOTHINGHERE","17_26_WHIP_000124.JPG","17_26_WHIP_000126.JPG","17_26_WHIP_000125.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1889",39639863,1,"DEERWHITETAILED","17_26_WHIP_000127.JPG","17_26_WHIP_000129.JPG","17_26_WHIP_000128.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","White-tailed Deer"
"1890",39639864,1,"DEERWHITETAILED","17_26_WHIP_000130.JPG","17_26_WHIP_000131.JPG",NA,17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","White-tailed Deer"
"1891",39639872,1,"DEERWHITETAILED","17_26_WHIP_000133.JPG","17_26_WHIP_000134.JPG","17_26_WHIP_000135.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","White-tailed Deer"
"1892",39639873,1,"DEERWHITETAILED","17_26_WHIP_000136.JPG","17_26_WHIP_000137.JPG","17_26_WHIP_000138.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","White-tailed Deer"
"1893",39639877,1,"PORCUPINE","17_26_WHIP_000139.JPG","17_26_WHIP_000140.JPG","17_26_WHIP_000141.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1894",39639878,1,"PORCUPINE","17_26_WHIP_000142.JPG","17_26_WHIP_000143.JPG","17_26_WHIP_000144.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1895",39639898,1,"RACCOON","17_26_WHIP_000145.JPG","17_26_WHIP_000146.JPG","17_26_WHIP_000147.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Raccoon"
"1896",39639899,1,"PORCUPINE","17_26_WHIP_000148.JPG","17_26_WHIP_000149.JPG","17_26_WHIP_000150.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1897",39639901,1,"PORCUPINE","17_26_WHIP_000151.JPG","17_26_WHIP_000152.JPG","17_26_WHIP_000153.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Porcupine"
"1898",39639902,2,"SOMETHINGHERE","17_26_WHIP_000155.JPG","17_26_WHIP_000154.JPG","17_26_WHIP_000156.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Something Here"
"1899",39639941,1,"NOTHINGHERE","17_26_WHIP_000157.JPG","17_26_WHIP_000159.JPG","17_26_WHIP_000158.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Nothing Here"
"1900",39639952,1,"HUMAN","17_26_WHIP_000160.JPG","17_26_WHIP_000161.JPG","17_26_WHIP_000162.JPG",17,26,"Pine","WHIP",4,"9/27/19","11/15/19","11/15/19","Whippoorwill Corners","Human"
"1901",31428620,1,"NOTHINGHERE","18_16_WHIP_000001.JPG","18_16_WHIP_000002.JPG","18_16_WHIP_000003.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Nothing Here"
"1902",31428621,1,"FISHER","18_16_WHIP_000004.JPG","18_16_WHIP_000005.JPG","18_16_WHIP_000006.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Fisher"
"1903",31428622,2,"RACCOON","18_16_WHIP_000007.JPG","18_16_WHIP_000008.JPG","18_16_WHIP_000009.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Raccoon"
"1904",31428623,2,"RACCOON","18_16_WHIP_000010.JPG","18_16_WHIP_000011.JPG","18_16_WHIP_000012.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Raccoon"
"1905",31428624,2,"RACCOON","18_16_WHIP_000013.JPG","18_16_WHIP_000014.JPG","18_16_WHIP_000015.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Raccoon"
"1906",31428625,1,"DEERWHITETAILED","18_16_WHIP_000016.JPG","18_16_WHIP_000017.JPG","18_16_WHIP_000018.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1907",31428626,1,"DEERWHITETAILED","18_16_WHIP_000019.JPG","18_16_WHIP_000020.JPG","18_16_WHIP_000021.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1908",31428627,1,"DEERWHITETAILED","18_16_WHIP_000022.JPG","18_16_WHIP_000023.JPG","18_16_WHIP_000024.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1909",31428628,1,"DEERWHITETAILED","18_16_WHIP_000025.JPG","18_16_WHIP_000026.JPG","18_16_WHIP_000027.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1910",31428629,1,"DEERWHITETAILED","18_16_WHIP_000028.JPG","18_16_WHIP_000029.JPG","18_16_WHIP_000030.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1911",31428630,1,"DEERWHITETAILED","18_16_WHIP_000031.JPG","18_16_WHIP_000032.JPG","18_16_WHIP_000033.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1912",31428631,1,"DEERWHITETAILED","18_16_WHIP_000034.JPG","18_16_WHIP_000035.JPG","18_16_WHIP_000036.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1913",31428632,1,"DEERWHITETAILED","18_16_WHIP_000037.JPG","18_16_WHIP_000038.JPG","18_16_WHIP_000039.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1914",31428633,1,"FISHER","18_16_WHIP_000040.JPG","18_16_WHIP_000041.JPG","18_16_WHIP_000042.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Fisher"
"1915",31428634,1,"RACCOON","18_16_WHIP_000043.JPG","18_16_WHIP_000044.JPG","18_16_WHIP_000045.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Raccoon"
"1916",31428635,1,"DEERWHITETAILED","18_16_WHIP_000046.JPG","18_16_WHIP_000047.JPG","18_16_WHIP_000048.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1917",31428636,1,"DEERWHITETAILED","18_16_WHIP_000049.JPG","18_16_WHIP_000050.JPG","18_16_WHIP_000051.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1918",31428637,2,"DEERWHITETAILED","18_16_WHIP_000052.JPG","18_16_WHIP_000053.JPG","18_16_WHIP_000054.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1919",31428638,1,"COYOTE","18_16_WHIP_000055.JPG","18_16_WHIP_000056.JPG","18_16_WHIP_000057.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Coyote"
"1920",31428639,1,"DEERWHITETAILED","18_16_WHIP_000058.JPG","18_16_WHIP_000059.JPG","18_16_WHIP_000060.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1921",31428640,1,"DEERWHITETAILED","18_16_WHIP_000061.JPG","18_16_WHIP_000062.JPG","18_16_WHIP_000063.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","White-tailed Deer"
"1922",31428641,1,"NOTHINGHERE","18_16_WHIP_000064.JPG","18_16_WHIP_000065.JPG","18_16_WHIP_000066.JPG",18,16,"Pine","WHIP",1,"12/18/18","1/24/19","1/24/19","Whippoorwill Corners","Nothing Here"
"1923",37818758,1,"NOTHINGHERE","18_18_DEG_000127.JPG","07_09_DON_000349.JPG",NA,7,9,"Deciduous","DON",3,"5/16/19","9/7/19","5/17/19","Donnerville","Nothing Here"
"1924",37161993,1,"DEERWHITETAILED","18_40_WHIP_000001.JPG","18_40_WHIP_000002.JPG","18_40_WHIP_000003.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1925",37161994,1,"DEERWHITETAILED","18_40_WHIP_000004.JPG","18_40_WHIP_000005.JPG","18_40_WHIP_000006.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1926",37161995,1,"DEERWHITETAILED","18_40_WHIP_000007.JPG","18_40_WHIP_000008.JPG","18_40_WHIP_000009.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1927",37161996,1,"DEERWHITETAILED","18_40_WHIP_000010.JPG","18_40_WHIP_000011.JPG","18_40_WHIP_000012.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1928",37161997,1,"DEERWHITETAILED","18_40_WHIP_000013.JPG","18_40_WHIP_000014.JPG","18_40_WHIP_000015.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1929",37161998,1,"DEERWHITETAILED","18_40_WHIP_000016.JPG","18_40_WHIP_000017.JPG","18_40_WHIP_000018.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1930",37161999,1,"DEERWHITETAILED","18_40_WHIP_000019.JPG","18_40_WHIP_000020.JPG","18_40_WHIP_000021.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1931",37162000,1,"DEERWHITETAILED","18_40_WHIP_000022.JPG","18_40_WHIP_000023.JPG","18_40_WHIP_000024.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1932",37162001,1,"DEERWHITETAILED","18_40_WHIP_000025.JPG","18_40_WHIP_000026.JPG","18_40_WHIP_000027.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1933",37162002,1,"NOTHINGHERE","18_40_WHIP_000028.JPG","18_40_WHIP_000029.JPG","18_40_WHIP_000030.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","Nothing Here"
"1934",37162003,1,"DEERWHITETAILED","18_40_WHIP_000031.JPG","18_40_WHIP_000032.JPG","18_40_WHIP_000033.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1935",37162004,1,"DEERWHITETAILED","18_40_WHIP_000034.JPG","18_40_WHIP_000035.JPG","18_40_WHIP_000036.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1936",37162005,1,"DEERWHITETAILED","18_40_WHIP_000037.JPG","18_40_WHIP_000038.JPG","18_40_WHIP_000039.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1937",37162006,1,"DEERWHITETAILED","18_40_WHIP_000040.JPG","18_40_WHIP_000041.JPG","18_40_WHIP_000042.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1938",37162007,1,"DEERWHITETAILED","18_40_WHIP_000043.JPG","18_40_WHIP_000044.JPG","18_40_WHIP_000045.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1939",37162008,1,"DEERWHITETAILED","18_40_WHIP_000046.JPG","18_40_WHIP_000047.JPG","18_40_WHIP_000048.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1940",37162009,1,"DEERWHITETAILED","18_40_WHIP_000049.JPG","18_40_WHIP_000050.JPG","18_40_WHIP_000051.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1941",37162010,1,"DEERWHITETAILED","18_40_WHIP_000052.JPG","18_40_WHIP_000053.JPG","18_40_WHIP_000054.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
"1942",37162011,1,"NOTHINGHERE","18_40_WHIP_000055.JPG","18_40_WHIP_000056.JPG","18_40_WHIP_000057.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","Nothing Here"
"1943",37162012,1,"DEERWHITETAILED","18_40_WHIP_000058.JPG","18_40_WHIP_000059.JPG","18_40_WHIP_000060.JPG",18,40,"Pine","WHIP",2,"1/24/19","5/13/19","4/22/19","Whippoorwill Corners","White-tailed Deer"
