"","X1","subject_ids","diff_species","choice","Imj1","Imj2","Img3","CamNum","SD_card_num","ForestType","ForestName","round","Date_Out","Date_Checked","Use_End_Date","Forest","Species","Diet"
"1416",2606,37162265,1,"DEERWHITETAILED","24_18_BC_0091.JPG","24_18_BC_0092.JPG","24_18_BC_0093.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1417",2607,37162266,1,"RACCOON","24_18_BC_0097.JPG","24_18_BC_0098.JPG","24_18_BC_0099.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Raccoon","Mesocarnivore"
"1418",2608,37162267,1,"DEERWHITETAILED","24_18_BC_0100.JPG","24_18_BC_0101.JPG","24_18_BC_0102.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1419",2609,37162268,1,"DEERWHITETAILED","24_18_BC_0103.JPG","24_18_BC_0104.JPG","24_18_BC_0105.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1420",2610,37162269,1,"DEERWHITETAILED","24_18_BC_0106.JPG","24_18_BC_0107.JPG","24_18_BC_0108.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1421",2611,37162270,1,"DEERWHITETAILED","24_18_BC_0109.JPG","24_18_BC_0110.JPG","24_18_BC_0111.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1422",2612,37162271,1,"DEERWHITETAILED","24_18_BC_0112.JPG","24_18_BC_0113.JPG","24_18_BC_0114.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1423",2613,37162272,1,"DEERWHITETAILED","24_18_BC_0115.JPG","24_18_BC_0116.JPG","24_18_BC_0117.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1424",2614,37162273,2,"DEERWHITETAILED","24_18_BC_0118.JPG","24_18_BC_0119.JPG","24_18_BC_0120.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1425",2615,37162274,1,"DEERWHITETAILED","24_18_BC_0121.JPG","24_18_BC_0122.JPG","24_18_BC_0123.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1426",2616,37162275,1,"DEERWHITETAILED","24_18_BC_0124.JPG","24_18_BC_0125.JPG","24_18_BC_0126.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1427",2617,37162276,1,"SQUIRRELGRAY","24_18_BC_0127.JPG","24_18_BC_0128.JPG","24_18_BC_0129.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1428",2620,37162279,1,"SQUIRRELGRAY","24_18_BC_0136.JPG","24_18_BC_0137.JPG","24_18_BC_0138.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1429",2621,37162280,1,"DEERWHITETAILED","24_18_BC_0142.JPG","24_18_BC_0143.JPG","24_18_BC_0144.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1430",2622,37162281,1,"DEERWHITETAILED","24_18_BC_0145.JPG","24_18_BC_0146.JPG","24_18_BC_0147.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1431",2623,37162282,1,"DEERWHITETAILED","24_18_BC_0148.JPG","24_18_BC_0149.JPG","24_18_BC_0150.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1432",2624,37162283,1,"DEERWHITETAILED","24_18_BC_0151.JPG","24_18_BC_0152.JPG","24_18_BC_0153.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1433",2625,37162284,1,"SQUIRRELGRAY","24_18_BC_0154.JPG","24_18_BC_0155.JPG","24_18_BC_0156.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1434",2629,37162288,1,"SQUIRRELGRAY","24_18_BC_0172.JPG","24_18_BC_0173.JPG","24_18_BC_0174.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1435",2630,37162289,1,"DEERWHITETAILED","24_18_BC_0175.JPG","24_18_BC_0176.JPG","24_18_BC_0177.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1436",2631,37162290,1,"DEERWHITETAILED","24_18_BC_0178.JPG","24_18_BC_0179.JPG","24_18_BC_0180.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1437",2649,37162308,1,"SQUIRRELGRAY","24_18_BC_0256.JPG","24_18_BC_0257.JPG","24_18_BC_0258.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1438",2650,37162309,1,"SQUIRRELGRAY","24_18_BC_0259.JPG","24_18_BC_0260.JPG","24_18_BC_0261.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1439",2659,37162318,1,"DEERWHITETAILED","24_18_BC_0295.JPG","24_18_BC_0296.JPG","24_18_BC_0297.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1440",2677,37162336,1,"SQUIRRELGRAY","24_18_BC_0364.JPG","24_18_BC_0365.JPG","24_18_BC_0366.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"1441",2678,37162337,1,"PORCUPINE","24_18_BC_0367.JPG","24_18_BC_0368.JPG","24_18_BC_0369.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1442",2679,37162338,1,"DEERWHITETAILED","24_18_BC_0370.JPG","24_18_BC_0371.JPG","24_18_BC_0372.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1443",2687,37162346,1,"DEERWHITETAILED","24_18_BC_0418.JPG","24_18_BC_0419.JPG","24_18_BC_0420.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1444",2703,37162362,1,"PORCUPINE","24_18_BC_0499.JPG","24_18_BC_0500.JPG","24_18_BC_0501.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1445",2704,37162363,1,"PORCUPINE","24_18_BC_0502.JPG","24_18_BC_0503.JPG","24_18_BC_0504.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1446",2705,37162364,1,"PORCUPINE","24_18_BC_0505.JPG","24_18_BC_0506.JPG","24_18_BC_0507.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"1447",2706,37162365,1,"DEERWHITETAILED","24_18_BC_0508.JPG","24_18_BC_0509.JPG","24_18_BC_0510.JPG",24,18,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"1448",2708,37162367,1,"DEERWHITETAILED","25_06_SH_0001.JPG","25_06_SH_0002.JPG","25_06_SH_0003.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","White-tailed Deer","Herbivore"
"1449",2709,37162368,1,"DEERWHITETAILED","25_06_SH_0004.JPG","25_06_SH_0005.JPG","25_06_SH_0006.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","White-tailed Deer","Herbivore"
"1450",2710,37162369,1,"COYOTE","25_06_SH_0007.JPG","25_06_SH_0008.JPG","25_06_SH_0009.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","Coyote","Mesocarnivore"
"1451",2711,37162370,1,"DEERWHITETAILED","25_06_SH_0013.JPG","25_06_SH_0014.JPG","25_06_SH_0015.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","White-tailed Deer","Herbivore"
"1452",2712,37162371,1,"DEERWHITETAILED","25_06_SH_0016.JPG","25_06_SH_0017.JPG","25_06_SH_0018.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","White-tailed Deer","Herbivore"
"1453",2713,37162372,1,"DEERWHITETAILED","25_06_SH_0019.JPG","25_06_SH_0020.JPG","25_06_SH_0021.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","White-tailed Deer","Herbivore"
"1454",2714,37162373,1,"DEERWHITETAILED","25_06_SH_0022.JPG","25_06_SH_0023.JPG","25_06_SH_0024.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","White-tailed Deer","Herbivore"
"1455",2716,37162375,1,"DEERWHITETAILED","25_06_SH_0031.JPG","25_06_SH_0032.JPG","25_06_SH_0033.JPG",25,6,"Deciduous","SH",2,"2/11/19","5/10/19","5/5/19","South Hammond","White-tailed Deer","Herbivore"
"1456",2721,31428899,3,"OTHERSMALLMAMMAL","25_09_SH_0015.JPG","25_09_SH_0016.JPG","25_09_SH_0017.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Other Small Mammal","Omnivore"
"1457",2723,31428901,1,"DEERWHITETAILED","25_09_SH_0021.JPG","25_09_SH_0022.JPG","25_09_SH_0023.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","White-tailed Deer","Herbivore"
"1458",2724,31428902,1,"DEERWHITETAILED","25_09_SH_0024.JPG","25_09_SH_0025.JPG","25_09_SH_0026.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","White-tailed Deer","Herbivore"
"1459",2725,31428903,1,"DEERWHITETAILED","25_09_SH_0027.JPG","25_09_SH_0028.JPG","25_09_SH_0029.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","White-tailed Deer","Herbivore"
"1460",2726,31428904,1,"DEERWHITETAILED","25_09_SH_0030.JPG","25_09_SH_0031.JPG","25_09_SH_0032.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","White-tailed Deer","Herbivore"
"1461",2727,31428905,1,"DEERWHITETAILED","25_09_SH_0033.JPG","25_09_SH_0034.JPG","25_09_SH_0035.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","White-tailed Deer","Herbivore"
"1462",2728,31428906,1,"SQUIRRELGRAY","25_09_SH_0036.JPG","25_09_SH_0037.JPG","25_09_SH_0038.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Gray Squirrel","Omnivore"
"1463",2730,31428908,1,"COYOTE","25_09_SH_0042.JPG","25_09_SH_0043.JPG","25_09_SH_0044.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Coyote","Mesocarnivore"
"1464",2731,31428909,1,"DEERWHITETAILED","25_09_SH_0045.JPG","25_09_SH_0046.JPG","25_09_SH_0047.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","White-tailed Deer","Herbivore"
"1465",2732,31428910,1,"OTHERSMALLMAMMAL","25_09_SH_0048.JPG","25_09_SH_0049.JPG","25_09_SH_0050.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Other Small Mammal","Omnivore"
"1466",2733,31428911,1,"FOXRED","25_09_SH_0051.JPG","25_09_SH_0052.JPG","25_09_SH_0053.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Red Fox","Mesocarnivore"
"1467",2737,31428915,1,"SQUIRRELGRAY","25_09_SH_0063.JPG","25_09_SH_0064.JPG","25_09_SH_0065.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Gray Squirrel","Omnivore"
"1468",2738,31428916,2,"SQUIRRELGRAY","25_09_SH_0066.JPG","25_09_SH_0067.JPG","25_09_SH_0068.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Gray Squirrel","Omnivore"
"1469",2739,31428917,1,"FOXRED","25_09_SH_0069.JPG","25_09_SH_0070.JPG","25_09_SH_0071.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Red Fox","Mesocarnivore"
"1470",2740,31428918,2,"SQUIRRELRED","25_09_SH_0072.JPG","25_09_SH_0073.JPG","25_09_SH_0074.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Red Squirrel","Omnivore"
"1471",2741,31428919,1,"DEERWHITETAILED","25_09_SH_0075.JPG","25_09_SH_0076.JPG","25_09_SH_0077.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","White-tailed Deer","Herbivore"
"1472",2742,31428920,2,"SQUIRRELGRAY","25_09_SH_0078.JPG","25_09_SH_0079.JPG","25_09_SH_0080.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Gray Squirrel","Omnivore"
"1473",2744,31428922,1,"OTHERSMALLMAMMAL","25_09_SH_0084.JPG","25_09_SH_0085.JPG","25_09_SH_0086.JPG",25,9,"Deciduous","SH",1,"11/14/18","2/11/19","1/16/19","South Hammond","Other Small Mammal","Omnivore"
"1474",2745,37818596,1,"WEASEL","25_38_SH_0001.JPG","25_38_SH_0002.JPG","25_38_SH_0003.JPG",25,38,"Deciduous","SH",3,"5/10/19","8/31/19","5/20/19","South Hammond","Weasel","Mesocarnivore"
"1475",2746,37818601,1,"SQUIRRELGRAY","25_38_SH_0004.JPG","25_38_SH_0005.JPG","25_38_SH_0006.JPG",25,38,"Deciduous","SH",3,"5/10/19","8/31/19","5/20/19","South Hammond","Gray Squirrel","Omnivore"
"1476",2747,37818646,1,"PORCUPINE","25_38_SH_0007.JPG","25_38_SH_0008.JPG","25_38_SH_0009.JPG",25,38,"Deciduous","SH",3,"5/10/19","8/31/19","5/20/19","South Hammond","Porcupine","Herbivore"
"1477",2749,37818684,1,"PORCUPINE","25_38_SH_0013.JPG","25_38_SH_0014.JPG","25_38_SH_0015.JPG",25,38,"Deciduous","SH",3,"5/10/19","8/31/19","5/20/19","South Hammond","Porcupine","Herbivore"
"1478",2754,37162378,1,"DEERWHITETAILED","27_03_DON_0010.JPG","27_03_DON_0011.JPG","27_03_DON_0012.JPG",27,3,"Deciduous","DON",2,"2/28/19","5/16/19","4/22/19","Donnerville","White-tailed Deer","Herbivore"
"1479",2756,37162380,1,"DEERWHITETAILED","27_03_DON_0016.JPG","27_03_DON_0017.JPG","27_03_DON_0018.JPG",27,3,"Deciduous","DON",2,"2/28/19","5/16/19","4/22/19","Donnerville","White-tailed Deer","Herbivore"
"1480",2757,37162381,1,"DEERWHITETAILED","27_03_DON_0019.JPG","27_03_DON_0020.JPG","27_03_DON_0021.JPG",27,3,"Deciduous","DON",2,"2/28/19","5/16/19","4/22/19","Donnerville","White-tailed Deer","Herbivore"
"1481",2758,37162382,1,"DEERWHITETAILED","27_03_DON_0022.JPG","27_03_DON_0023.JPG","27_03_DON_0024.JPG",27,3,"Deciduous","DON",2,"2/28/19","5/16/19","4/22/19","Donnerville","White-tailed Deer","Herbivore"
"1482",2766,37814592,1,"BOBCAT","27_08_IMG_0004.JPG","27_08_IMG_0005.JPG","27_08_IMG_0006.JPG",27,8,"Deciduous","DON",1,"12/13/18","2/25/19","2/25/19","Donnerville","Bobcat","Mesocarnivore"
"1483",2768,37814618,1,"DEERWHITETAILED","27_08_IMG_0010.JPG","27_08_IMG_0011.JPG","27_08_IMG_0012.JPG",27,8,"Deciduous","DON",1,"12/13/18","2/25/19","2/25/19","Donnerville","White-tailed Deer","Herbivore"
"1484",2770,37814620,1,"DEERWHITETAILED","27_08_IMG_0016.JPG","27_08_IMG_0017.JPG","27_08_IMG_0018.JPG",27,8,"Deciduous","DON",1,"12/13/18","2/25/19","2/25/19","Donnerville","White-tailed Deer","Herbivore"
"1485",2771,37814621,1,"DEERWHITETAILED","27_08_IMG_0019.JPG","27_08_IMG_0020.JPG","27_08_IMG_0021.JPG",27,8,"Deciduous","DON",1,"12/13/18","2/25/19","2/25/19","Donnerville","White-tailed Deer","Herbivore"
"1486",2773,37814641,1,"RACCOON","27_08_IMG_0025.JPG","27_08_IMG_0026.JPG","27_08_IMG_0027.JPG",27,8,"Deciduous","DON",1,"12/13/18","2/25/19","2/25/19","Donnerville","Raccoon","Mesocarnivore"
"1487",2776,31428925,1,"DEERWHITETAILED","27_08_IMG_0034.JPG","27_08_IMG_0035.JPG","27_08_IMG_0036.JPG",27,8,"Deciduous","DON",1,"12/13/18","2/25/19","2/25/19","Donnerville","White-tailed Deer","Herbivore"
"1488",2779,31428928,1,"DEERWHITETAILED","27_08_IMG_0043.JPG","27_08_IMG_0044.JPG","27_08_IMG_0045.JPG",27,8,"Deciduous","DON",1,"12/13/18","2/25/19","2/25/19","Donnerville","White-tailed Deer","Herbivore"
"1489",2811,41008428,2,"DEERWHITETAILED","27_35_DEG_0091.JPG","27_35_DEG_0092.JPG","27_35_DEG_0093.JPG",27,35,"Pine","DEG",3,"5/16/19","9/8/19","5/21/19","Degrasse","White-tailed Deer","Herbivore"
"1490",2830,41008447,1,"FOXRED","27_35_DEG_0148.JPG","27_35_DEG_0149.JPG","27_35_DEG_0150.JPG",27,35,"Pine","DEG",3,"5/16/19","9/8/19","5/21/19","Degrasse","Red Fox","Mesocarnivore"
"1491",2834,41008525,2,"BLACKBEAR","27_41_BC_0007.JPG","27_41_BC_0008.JPG","27_41_BC_0009.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","Black Bear","Omnivore"
"1492",2835,41008526,1,"BLACKBEAR","27_41_BC_0010.JPG","27_41_BC_0011.JPG","27_41_BC_0012.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","Black Bear","Omnivore"
"1493",2836,41008527,1,"RACCOON","27_41_BC_0013.JPG","27_41_BC_0014.JPG","27_41_BC_0015.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","Raccoon","Mesocarnivore"
"1494",2837,41008528,1,"DEERWHITETAILED","27_41_BC_0016.JPG","27_41_BC_0017.JPG","27_41_BC_0018.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","White-tailed Deer","Herbivore"
"1495",2838,41008529,1,"DEERWHITETAILED","27_41_BC_0019.JPG","27_41_BC_0020.JPG","27_41_BC_0021.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","White-tailed Deer","Herbivore"
"1496",2839,41008530,2,"DEERWHITETAILED","27_41_BC_0022.JPG","27_41_BC_0023.JPG","27_41_BC_0024.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","White-tailed Deer","Herbivore"
"1497",2840,41008531,1,"DEERWHITETAILED","27_41_BC_0025.JPG","27_41_BC_0026.JPG","27_41_BC_0027.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","White-tailed Deer","Herbivore"
"1498",2841,41008532,1,"SQUIRRELGRAY","27_41_BC_0028.JPG","27_41_BC_0029.JPG","27_41_BC_0030.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","Gray Squirrel","Omnivore"
"1499",2842,41008533,1,"SQUIRRELGRAY","27_41_BC_0031.JPG","27_41_BC_0032.JPG","27_41_BC_0033.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","Gray Squirrel","Omnivore"
"1500",2844,41008535,1,"SQUIRRELGRAY","27_41_BC_0037.JPG","27_41_BC_0038.JPG","27_41_BC_0039.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","Gray Squirrel","Omnivore"
"1501",2845,41008536,1,"SQUIRRELGRAY","27_41_BC_0040.JPG","27_41_BC_0041.JPG","27_41_BC_0042.JPG",27,41,"Deciduous","BC",4,"10/9/19","12/14/19","10/13/19","Beaver Creek","Gray Squirrel","Omnivore"
"1502",2846,39638586,2,"SQUIRRELGRAY","28_01_SH_0001.JPG","28_01_SH_0002.JPG","28_01_SH_0003.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1503",2847,39638587,1,"BLACKBEAR","28_01_SH_0004.JPG","28_01_SH_0005.JPG","28_01_SH_0006.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Black Bear","Omnivore"
"1504",2848,39638588,1,"BLACKBEAR","28_01_SH_0007.JPG","28_01_SH_0008.JPG","28_01_SH_0009.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Black Bear","Omnivore"
"1505",2849,39638593,1,"RACCOON","28_01_SH_0010.JPG","28_01_SH_0011.JPG","28_01_SH_0012.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Raccoon","Mesocarnivore"
"1506",2850,39638610,1,"DEERWHITETAILED","28_01_SH_0013.JPG","28_01_SH_0014.JPG","28_01_SH_0015.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer","Herbivore"
"1507",2851,39638612,1,"DEERWHITETAILED","28_01_SH_0016.JPG","28_01_SH_0017.JPG","28_01_SH_0018.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer","Herbivore"
"1508",2853,39638614,1,"DEERWHITETAILED","28_01_SH_0022.JPG","28_01_SH_0023.JPG","28_01_SH_0024.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer","Herbivore"
"1509",2854,39638618,2,"SQUIRRELGRAY","28_01_SH_0025.JPG","28_01_SH_0026.JPG","28_01_SH_0027.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1510",2855,39638619,1,"SQUIRRELGRAY","28_01_SH_0028.JPG","28_01_SH_0029.JPG","28_01_SH_0030.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1511",2856,39638621,1,"CHIPMUNK","28_01_SH_0031.JPG","28_01_SH_0032.JPG","28_01_SH_0033.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Chipmunk","Omnivore"
"1512",2857,39638622,1,"SQUIRRELGRAY","28_01_SH_0034.JPG","28_01_SH_0035.JPG","28_01_SH_0036.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1513",2858,39638623,1,"SQUIRRELGRAY","28_01_SH_0037.JPG","28_01_SH_0038.JPG","28_01_SH_0039.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1514",2859,39638624,2,"SQUIRRELGRAY","28_01_SH_0040.JPG","28_01_SH_0041.JPG","28_01_SH_0042.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1515",2860,39638625,1,"SQUIRRELGRAY","28_01_SH_0043.JPG","28_01_SH_0044.JPG","28_01_SH_0045.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1516",2861,39638628,1,"SQUIRRELGRAY","28_01_SH_0046.JPG","28_01_SH_0047.JPG","28_01_SH_0048.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1517",2863,39638633,2,"SQUIRRELGRAY","28_01_SH_0052.JPG","28_01_SH_0053.JPG","28_01_SH_0054.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1518",2864,39638634,1,"SQUIRRELGRAY","28_01_SH_0055.JPG","28_01_SH_0056.JPG","28_01_SH_0057.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1519",2865,39638636,1,"SQUIRRELGRAY","28_01_SH_0058.JPG","28_01_SH_0059.JPG","28_01_SH_0060.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1520",2866,39638643,1,"DEERWHITETAILED","28_01_SH_0061.JPG","28_01_SH_0062.JPG","28_01_SH_0063.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer","Herbivore"
"1521",2867,39638687,1,"SQUIRRELGRAY","28_01_SH_0064.JPG","28_01_SH_0065.JPG","28_01_SH_0066.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1522",2868,39638689,1,"SQUIRRELGRAY","28_01_SH_0067.JPG","28_01_SH_0068.JPG","28_01_SH_0069.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1523",2869,39638696,1,"SQUIRRELGRAY","28_01_SH_0070.JPG","28_01_SH_0071.JPG","28_01_SH_0072.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel","Omnivore"
"1524",2870,39638697,1,"DEERWHITETAILED","28_01_SH_0073.JPG","28_01_SH_0074.JPG","28_01_SH_0075.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer","Herbivore"
"1525",2871,39638698,1,"DEERWHITETAILED","28_01_SH_0076.JPG","28_01_SH_0077.JPG","28_01_SH_0078.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer","Herbivore"
"1526",2872,39638710,1,"DEERWHITETAILED","28_01_SH_0079.JPG","28_01_SH_0080.JPG","28_01_SH_0081.JPG",28,1,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer","Herbivore"
